timestamp,node,tx_count,gas_used,block_number,anomaly,trust_score
1764663225.352945,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663225.3607523,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663225.3700907,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663225.378157,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663225.3859396,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663225.393134,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663227.4006126,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663227.4113314,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663227.416374,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663227.4244392,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663227.4322522,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663227.4382951,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663227.4457393,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663227.45232,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663227.4592988,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663227.4654162,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663229.4786685,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663229.48759,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663229.494409,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663229.5043256,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663229.51027,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663229.5199962,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663229.528823,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663229.5358725,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663229.541896,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663229.5511496,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663231.5646603,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663231.5726054,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663231.582668,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663231.5890915,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663231.599826,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663231.6078775,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663231.617694,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663231.6257603,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663231.6316044,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663231.637398,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663233.6510355,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663233.6601012,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663233.669014,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663233.6770594,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663233.6860623,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663233.694985,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663233.703593,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663233.7094412,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663233.716685,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663233.724452,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663235.7379026,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663235.743999,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663235.755502,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663235.762045,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663235.7701,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663235.77798,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663235.78378,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663235.793446,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663235.8015122,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663235.8093553,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663237.8200026,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663237.830416,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663237.8377347,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663237.847968,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663237.8560028,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663237.8657994,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663237.8738391,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663237.8816192,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663237.8896585,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663237.8974464,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663239.909651,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663239.9176762,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663239.9258938,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663239.9348652,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663239.9424353,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663239.9484851,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663239.9599762,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663239.9645567,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663239.9775617,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663239.9846165,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663241.9918776,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663242.0072324,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663242.0132773,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663242.0193634,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663242.0283723,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663242.0375674,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663242.050234,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663242.058918,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663242.0669808,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663242.075024,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663244.083688,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663244.0959866,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663244.104638,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663244.1143649,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663244.1244512,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663244.1320262,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663244.1398108,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663244.1418295,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663244.151405,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663244.1542592,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663246.17136,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663246.1790483,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663246.1849926,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663246.1971846,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663246.200963,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663246.213565,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663246.221131,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663246.2240374,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663246.2373068,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663246.2454357,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663248.2576427,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663248.2676976,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663248.2755048,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663248.283559,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663248.291367,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663248.300348,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663248.3090456,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663248.3171017,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663248.3248978,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663248.3334465,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663250.3451817,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663250.3552518,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663250.3630574,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663250.3738606,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663250.3808963,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663250.3889503,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663250.39473,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663250.4007645,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663250.408575,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663250.4166398,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663252.42887,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663252.436242,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663252.443861,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663252.452083,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663252.460137,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663252.4677107,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663252.476722,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663252.483337,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663252.490935,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663252.4959836,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663254.5083387,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663254.518148,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663254.52764,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663254.5367162,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663254.5447748,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663254.551551,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663254.567656,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663254.576454,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663254.5835004,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663254.5894482,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663256.6014104,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663256.60946,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663256.615252,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663256.619378,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663256.6309872,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663256.639541,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663256.6450815,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663256.6545846,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663256.660983,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663256.6690454,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663258.6822505,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663258.6918635,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663258.7014923,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663258.7075338,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663258.7160037,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663258.723555,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663258.7280755,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663258.737525,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663258.741548,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663258.750214,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663260.7641954,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663260.7732472,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663260.7832878,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663260.793074,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663260.800856,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663260.8088925,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663260.816678,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663260.8247125,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663260.830742,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663260.8385224,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663262.8471663,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663262.8589242,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663262.8679783,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663262.8752797,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663262.8819103,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663262.890662,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663262.89671,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663262.90879,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663262.9168477,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663262.9233496,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663264.9357212,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663264.9417207,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663264.9492772,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663264.9595945,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663264.965885,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663264.9744067,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663264.9806168,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663264.9919262,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663264.998662,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663265.0088863,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663267.017275,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663267.0297885,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663267.037308,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663267.0440292,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663267.0535982,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663267.0596497,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663267.0683746,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663267.0759535,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663267.083669,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663267.0957403,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
1764663269.10797,0xc4c7b6fA8a29f83FBd477b098153Cdf98b6c0a24,8,21000,8,-1,20
1764663269.1160994,0xf4dc21B690023E1ffA7E793C20634e6e0be4a9E5,0,21000,8,1,100
1764663269.1241422,0x8503E213c52bfD9f07c1D0981f2E41FfAFF8E75A,0,21000,8,1,100
1764663269.1319084,0x90c9EbDB9d395f77ECebD917ef51a65aE488fD22,0,21000,8,1,100
1764663269.137931,0xCF0A16691B22b518c164D6A47A3185AD5A03aECf,0,21000,8,1,100
1764663269.14574,0x721B77dFc20E45334884335F868656e315b076C6,0,21000,8,1,100
1764663269.1524642,0x3c0Db595aaA4BD50d97B5a0E0870FA6A42dcB312,0,21000,8,1,100
1764663269.1592264,0xCB8b13297fF527B17E5f837c4593601539691141,0,21000,8,1,100
1764663269.167277,0x7f319cF9b3BfDF05C4DafD1B5173bc70140278b5,0,21000,8,1,100
1764663269.172726,0xa9ea9a95F49aD35fC906da8ee98b4C8Ed6E44801,0,21000,8,1,100
